,dep_acomp_depth,dep_acomp_hierarchy,dep_acomp_iota,dep_acomp_shape,dep_acomp_width,dep_advcl_depth,dep_advcl_hierarchy,dep_advcl_iota,dep_advcl_shape,dep_advcl_width,dep_advmod_depth,dep_advmod_hierarchy,dep_advmod_iota,dep_advmod_shape,dep_advmod_width,dep_agent_depth,dep_agent_hierarchy,dep_agent_iota,dep_agent_shape,dep_agent_width,dep_amod_depth,dep_amod_hierarchy,dep_amod_iota,dep_amod_shape,dep_amod_width,dep_appos_depth,dep_appos_hierarchy,dep_appos_iota,dep_appos_shape,dep_appos_width,dep_aux_depth,dep_aux_hierarchy,dep_aux_iota,dep_aux_shape,dep_aux_width,dep_auxpass_depth,dep_auxpass_hierarchy,dep_auxpass_iota,dep_auxpass_shape,dep_auxpass_width,dep_cc_depth,dep_cc_hierarchy,dep_cc_iota,dep_cc_shape,dep_cc_width,dep_ccomp_depth,dep_ccomp_hierarchy,dep_ccomp_iota,dep_ccomp_shape,dep_ccomp_width,dep_conj_depth,dep_conj_hierarchy,dep_conj_iota,dep_conj_shape,dep_conj_width,dep_cop_depth,dep_cop_hierarchy,dep_cop_iota,dep_cop_shape,dep_cop_width,dep_csubj_depth,dep_csubj_hierarchy,dep_csubj_iota,dep_csubj_shape,dep_csubj_width,dep_dep_depth,dep_dep_hierarchy,dep_dep_iota,dep_dep_shape,dep_dep_width,dep_det_depth,dep_det_hierarchy,dep_det_iota,dep_det_shape,dep_det_width,dep_discourse_depth,dep_discourse_hierarchy,dep_discourse_iota,dep_discourse_shape,dep_discourse_width,dep_dobj_depth,dep_dobj_hierarchy,dep_dobj_iota,dep_dobj_shape,dep_dobj_width,dep_expl_depth,dep_expl_hierarchy,dep_expl_iota,dep_expl_shape,dep_expl_width,dep_iobj_depth,dep_iobj_hierarchy,dep_iobj_iota,dep_iobj_shape,dep_iobj_width,dep_mark_depth,dep_mark_hierarchy,dep_mark_iota,dep_mark_shape,dep_mark_width,dep_neg_depth,dep_neg_hierarchy,dep_neg_iota,dep_neg_shape,dep_neg_width,dep_nn_depth,dep_nn_hierarchy,dep_nn_iota,dep_nn_shape,dep_nn_width,dep_npadvmod_depth,dep_npadvmod_hierarchy,dep_npadvmod_iota,dep_npadvmod_shape,dep_npadvmod_width,dep_nsubj_depth,dep_nsubj_hierarchy,dep_nsubj_iota,dep_nsubj_shape,dep_nsubj_width,dep_nsubjpass_depth,dep_nsubjpass_hierarchy,dep_nsubjpass_iota,dep_nsubjpass_shape,dep_nsubjpass_width,dep_num_depth,dep_num_hierarchy,dep_num_iota,dep_num_shape,dep_num_width,dep_number_depth,dep_number_hierarchy,dep_number_iota,dep_number_shape,dep_number_width,dep_parataxis_depth,dep_parataxis_hierarchy,dep_parataxis_iota,dep_parataxis_shape,dep_parataxis_width,dep_pcomp_depth,dep_pcomp_hierarchy,dep_pcomp_iota,dep_pcomp_shape,dep_pcomp_width,dep_pobj_depth,dep_pobj_hierarchy,dep_pobj_iota,dep_pobj_shape,dep_pobj_width,dep_poss_depth,dep_poss_hierarchy,dep_poss_iota,dep_poss_shape,dep_poss_width,dep_possessive_depth,dep_possessive_hierarchy,dep_possessive_iota,dep_possessive_shape,dep_possessive_width,dep_preconj_depth,dep_preconj_hierarchy,dep_preconj_iota,dep_preconj_shape,dep_preconj_width,dep_predet_depth,dep_predet_hierarchy,dep_predet_iota,dep_predet_shape,dep_predet_width,dep_prep_depth,dep_prep_hierarchy,dep_prep_iota,dep_prep_shape,dep_prep_width,dep_prepc_depth,dep_prepc_hierarchy,dep_prepc_iota,dep_prepc_shape,dep_prepc_width,dep_prt_depth,dep_prt_hierarchy,dep_prt_iota,dep_prt_shape,dep_prt_width,dep_quantmod_depth,dep_quantmod_hierarchy,dep_quantmod_iota,dep_quantmod_shape,dep_quantmod_width,dep_rcmod_depth,dep_rcmod_hierarchy,dep_rcmod_iota,dep_rcmod_shape,dep_rcmod_width,dep_tmod_depth,dep_tmod_hierarchy,dep_tmod_iota,dep_tmod_shape,dep_tmod_width,dep_vmod_depth,dep_vmod_hierarchy,dep_vmod_iota,dep_vmod_shape,dep_vmod_width,dep_xcomp_depth,dep_xcomp_hierarchy,dep_xcomp_iota,dep_xcomp_shape,dep_xcomp_width,has_aphasia
1012,2.0,,0.5,1.5,1.0,8.66666666667,-1.2519884667,0.277833212385,8.0,7.33333333333,2.54545454545,-0.423812940488,0.461818181818,1.81818181818,1.09090909091,4.0,-0.955307917037,0.294117647059,3.0,2.0,2.66666666667,0.792481250361,0.464102564103,1.83333333333,1.0,4.25,-0.354764521894,0.341447963801,2.875,1.5,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,6.57142857143,-0.812228934252,0.283029492783,5.42857142857,4.28571428571,5.41176470588,-0.931636912834,0.320529194682,4.20588235294,3.0,2.0,,0.5,1.5,1.0,,,,,,3.66666666667,-0.618688084322,0.392793015571,2.95833333333,2.25,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,5.53846153846,-0.386567806159,0.33658037,4.11538461538,2.69230769231,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,3.33333333333,0.0,0.366666666667,2.16666666667,1.0,3.47826086957,-0.438193943714,0.40851319617,2.42391304348,1.36956521739,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,6.0,-1.12001867692,0.286764705882,5.25,4.5,,,,,,4.0,0.0,0.3,2.5,1.0,2.57142857143,0.0,0.442857142857,1.78571428571,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,4.25806451613,-0.447211070029,0.350921328953,3.22580645161,2.1935483871,8.0,-0.455307917037,0.270833333333,5.5,3.0,2.0,,0.5,1.5,1.0,,,,,,6.85714285714,-0.618645600308,0.280412974595,5.0,3.14285714286,,,,,,2.0,,0.5,1.5,1.0,,,,,,1
1013,,,,,,6.0,-1.0,0.28125,4.5,3.0,3.33333333333,1.0,0.425925925926,2.16666666667,1.0,,,,,,2.0,,0.5,1.5,1.0,4.0,-0.847625880977,0.39,2.75,1.5,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,5.5,-0.293319803582,0.284366515837,3.625,1.75,4.0,-0.590333782279,0.359640957447,2.91666666667,1.83333333333,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,,,,,,3.42857142857,-0.191061583407,0.356302521008,2.28571428571,1.14285714286,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,4.0,0.0,0.3,2.5,1.0,4.62068965517,-0.426568443297,0.353181672406,3.10344827586,1.58620689655,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,-0.5,0.275,5.5,3.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,4.55555555556,-0.105594621433,0.318475367455,2.94444444444,1.33333333333,6.0,-0.847625880977,0.28,4.0,2.0,,,,,,,,,,,3.0,0.0,0.4,2.0,1.0,,,,,,6.0,0.346346414942,0.313531746032,3.75,1.5,4.0,1.0,0.388888888889,2.5,1.0,1
1014,2.0,,0.5,1.5,1.0,6.66666666667,-1.08143107179,0.278822100789,5.5,4.33333333333,2.5306122449,0.204469208296,0.457703081232,1.77551020408,1.02040816327,,,,,,2.0,,0.5,1.5,1.0,5.0,-0.583030926661,0.289019607843,3.33333333333,1.66666666667,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,5.0,-0.831641574145,0.288547100519,4.15625,3.3125,5.89473684211,-0.986100491932,0.305716498376,4.68421052632,3.47368421053,2.0,,0.5,1.5,1.0,,,,,,2.22580645161,-0.79800535723,0.48921955353,1.68548387097,1.14516129032,2.0,,0.5,1.5,1.0,,,,,,3.79310344828,-0.508726815663,0.383460821351,2.65517241379,1.51724137931,,,,,,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,3.5,-0.333333333333,0.347916666667,2.5,1.5,2.86486486486,-0.264175334055,0.433412011611,2.02027027027,1.17567567568,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,5.0,-1.05433203813,0.283034714446,4.75,4.5,,,,,,3.33333333333,0.0,0.366666666667,2.16666666667,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,4.2962962963,-0.215129988754,0.318106638278,2.87037037037,1.44444444444,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,4.85714285714,-0.728754599775,0.314953423602,3.85714285714,2.85714285714,,,,,,6.0,-0.0869064702442,0.283194444444,3.875,1.75,5.71428571429,-0.43841962245,0.286046535679,3.92857142857,2.14285714286,1
1015,6.0,1.0,0.277777777778,3.5,1.0,4.0,-1.00894027037,0.340809811828,3.375,2.75,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,3.42857142857,-0.191061583407,0.356302521008,2.28571428571,1.14285714286,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,5.33333333333,-0.855468497289,0.287139265963,3.91666666667,2.5,2.28571428571,-0.955307917037,0.470588235294,1.71428571429,1.14285714286,2.0,,0.5,1.5,1.0,,,,,,5.33333333333,0.666666666667,0.285185185185,3.16666666667,1.0,2.0,,0.5,1.5,1.0,,,,,,3.875,-0.203889206076,0.334632352941,2.53125,1.1875,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,4.0,0.0,0.3,2.5,1.0,4.375,-0.361273630356,0.353711095379,2.9375,1.5,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,3.75,-0.0423812940488,0.3325,2.39583333333,1.04166666667,4.0,-1.0,0.291666666667,3.5,3.0,,,,,,,,,,,,,,,,,,,,,5.55555555556,0.15417060207,0.303424399039,3.66666666667,1.77777777778,,,,,,1
1016,,,,,,,,,,,3.0,1.0,0.444444444444,2.0,1.0,,,,,,2.33333333333,0.0,0.466666666667,1.66666666667,1.0,4.0,0.14624062518,0.36014957265,2.66666666667,1.33333333333,2.0,,0.5,1.5,1.0,,,,,,,,,,,5.0,-0.461906470244,0.28875,3.375,1.75,4.0,0.0,0.3,2.5,1.0,2.0,,0.5,1.5,1.0,,,,,,2.66666666667,0.0,0.433333333333,1.83333333333,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,4.0,-0.238826979259,0.298529411765,2.625,1.25,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,4.0,0.0,0.3,2.5,1.0,4.0,-0.203586744113,0.344656507531,2.71875,1.4375,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,4.0,0.0,0.3,2.5,1.0,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,3.33333333333,-0.847625880977,0.426666666667,2.33333333333,1.33333333333,8.0,-0.455307917037,0.270833333333,5.5,3.0,1
1017,,,,,,6.0,-1.04260663711,0.281212664277,5.16666666667,4.33333333333,2.7,-0.267764419904,0.453131613409,2.0125,1.325,,,,,,2.14285714286,0.0,0.485714285714,1.57142857143,1.0,3.16666666667,0.185881098451,0.405310457516,2.10416666667,1.04166666667,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,5.82608695652,-0.882007352651,0.292890952382,4.73913043478,3.65217391304,4.76923076923,-0.789049743558,0.327152254046,3.76923076923,2.76923076923,2.0,,0.5,1.5,1.0,,,,,,3.72727272727,-0.419049137066,0.402407318647,2.63636363636,1.54545454545,2.0,,0.5,1.5,1.0,,,,,,3.6,-0.0660401041967,0.375554045894,2.5,1.4,2.08695652174,-0.955307917037,0.49104859335,1.5652173913,1.04347826087,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.2,0.0,0.48,1.6,1.0,4.0,0.0,0.3,2.5,1.0,2.64646464646,-0.388198269736,0.449613622618,1.90909090909,1.17171717172,2.0,,0.5,1.5,1.0,,,,,,,,,,,4.0,0.0,0.3,2.5,1.0,,,,,,3.0,0.0,0.4,2.0,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,3.81818181818,-0.284542164235,0.334284016637,2.59090909091,1.36363636364,6.0,-0.562989953096,0.28125,4.5,3.0,2.0,,0.5,1.5,1.0,,,,,,5.0,-1.10669303705,0.286430921053,4.75,4.5,4.0,0.0,0.3,2.5,1.0,6.0,-0.39231796394,0.286363636364,3.75,1.5,8.0,-0.67101122868,0.286363636364,5.75,3.5,1
1018,,,,,,5.0,-0.776140146928,0.28736340386,4.0,3.0,2.46153846154,0.5,0.467521367521,1.73076923077,1.0,,,,,,2.0,,0.5,1.5,1.0,4.0,0.0625,0.350252525253,2.59090909091,1.18181818182,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,6.33333333333,-1.13595886169,0.315593966982,5.625,4.91666666667,3.73333333333,-0.469119174784,0.375085676499,2.63333333333,1.53333333333,2.0,,0.5,1.5,1.0,,,,,,5.07692307692,-0.572367852299,0.380199600869,3.5,1.92307692308,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,4.15384615385,-0.137756818758,0.332988671508,2.82692307692,1.5,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,4.0,0.0,0.3,2.5,1.0,3.66666666667,-0.495859834313,0.387819531818,2.59259259259,1.51851851852,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,5.0,-0.711906470244,0.288229166667,3.625,2.25,4.0,0.0,0.3,2.5,1.0,4.5,-0.883519892997,0.338529411765,3.125,1.75,2.28571428571,0.0,0.471428571429,1.64285714286,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,3.53846153846,-0.142447020523,0.368696371711,2.35897435897,1.17948717949,10.0,-0.27889810886,0.267605633803,7.0,4.0,,,,,,,,,,,,,,,,,,,,,6.28571428571,-0.148162831987,0.276854947653,4.28571428571,2.28571428571,,,,,,1
1019,4.0,0.0,0.3,2.5,1.0,5.2,-1.07009720243,0.286965811966,4.4,3.6,2.58333333333,0.0538410180299,0.464604377104,1.8125,1.04166666667,,,,,,2.11320754717,0.0,0.488679245283,1.55660377358,1.0,4.88888888889,-0.490363215059,0.311987481019,3.33333333333,1.77777777778,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,6.125,-0.808070892875,0.2971159901,4.84375,3.5625,5.5,-0.931735794023,0.342667247493,4.265625,3.03125,2.0,,0.5,1.5,1.0,4.0,0.0,0.3,2.5,1.0,4.3,-0.671363992063,0.372658751656,3.2,2.1,2.0,,0.5,1.5,1.0,,,,,,5.24,-0.473190004945,0.31526222712,3.87,2.5,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,2.89473684211,-0.311609351331,0.442880507865,2.07894736842,1.26315789474,2.33333333333,0.0,0.466666666667,1.66666666667,1.0,2.0,,0.5,1.5,1.0,,,,,,7.2,-1.13805151832,0.2779591807,6.4,5.6,5.2,0.538093529756,0.322666666667,3.2,1.2,3.42857142857,-0.382123166815,0.355462184874,2.35714285714,1.28571428571,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,4.69902912621,-0.308698965804,0.328741434554,3.32038834951,1.94174757282,,,,,,2.0,,0.5,1.5,1.0,,,,,,7.63636363636,-1.02507585139,0.27679497437,5.68181818182,3.72727272727,2.0,,0.5,1.5,1.0,5.625,0.101250250863,0.308229357448,3.90625,2.1875,6.0,-0.837043763963,0.283104732278,4.5,3.0,1
1020,4.0,-0.955307917037,0.294117647059,3.0,2.0,,,,,,2.28571428571,0.0,0.471428571429,1.64285714286,1.0,,,,,,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,6.5,-0.927851406863,0.281379716981,5.0,3.5,,,,,,2.0,,0.5,1.5,1.0,,,,,,2.4,-1.0,0.458333333333,1.9,1.4,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,2.76923076923,-0.261545309294,0.451748251748,1.92307692308,1.07692307692,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.3,2.5,1.0,3.0,0.0,0.4,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,-0.847625880977,0.28,4.0,2.0,,,,,,,,,,,2.0,,0.5,1.5,1.0,1
1021,4.0,0.0,0.3,2.5,1.0,4.8,-1.04992801181,0.287212174897,4.9,5.0,2.33333333333,0.5,0.476543209877,1.66666666667,1.0,,,,,,2.3,0.5,0.478888888889,1.65,1.0,4.0,0.0,0.3,2.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,6.88888888889,-1.05241565746,0.280187894738,5.44444444444,4.0,7.57142857143,-0.983908198955,0.281321298729,5.85714285714,4.14285714286,2.0,,0.5,1.5,1.0,,,,,,4.54545454545,-0.855290991362,0.361710526316,3.36363636364,2.18181818182,2.0,,0.5,1.5,1.0,,,,,,4.66666666667,-0.495059136086,0.31791772118,3.35416666667,2.04166666667,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,6.0,1.0,0.277777777778,3.5,1.0,2.0,,0.5,1.5,1.0,4.0,0.0,0.3,2.5,1.0,3.8064516129,-0.478324193635,0.390656822352,2.70161290323,1.59677419355,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,8.0,-0.856989987837,0.272885000589,5.83333333333,3.66666666667,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,3.68421052632,-0.334384096031,0.359829522902,2.5,1.31578947368,8.0,-0.784635927881,0.272727272727,5.0,2.0,2.0,,0.5,1.5,1.0,,,,,,6.0,-1.11077598029,0.283400603741,5.5,5.0,4.0,0.0,0.3,2.5,1.0,5.45454545455,0.167248642919,0.300146923783,3.40909090909,1.36363636364,6.0,-0.404992980615,0.284484087195,4.0,2.0,1
1022,,,,,,5.71428571429,-1.12902774442,0.280329976293,5.28571428571,4.85714285714,2.6,0.5,0.457777777778,1.8,1.0,,,,,,2.0,,0.5,1.5,1.0,5.5,-0.487071536679,0.289672131148,4.0,2.5,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,6.0,-0.596324346261,0.279714209402,4.625,3.25,5.33333333333,-0.704848131669,0.287672955975,4.16666666667,3.0,2.0,,0.5,1.5,1.0,,,,,,4.44444444444,-0.456477895839,0.336297204067,3.27777777778,2.11111111111,2.0,,0.5,1.5,1.0,,,,,,4.11764705882,-0.460033604978,0.341098172301,2.85294117647,1.58823529412,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,4.0,0.0,0.3,2.5,1.0,2.66666666667,-0.395533615891,0.450021617932,1.90909090909,1.15151515152,,,,,,2.0,,0.5,1.5,1.0,,,,,,4.0,0.0,0.3,2.5,1.0,,,,,,3.0,0.0,0.4,2.0,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,4.17391304348,-0.389972890397,0.322217302221,2.95652173913,1.73913043478,,,,,,2.4,-0.955307917037,0.458823529412,1.8,1.2,2.0,,0.5,1.5,1.0,5.0,-0.950733449503,0.286758578431,3.75,2.5,6.0,1.0,0.277777777778,3.5,1.0,4.85714285714,-0.568642444281,0.318288409704,3.85714285714,2.85714285714,4.0,0.0,0.3,2.5,1.0,1
1023,,,,,,6.6,-1.23194441979,0.278422266905,6.9,7.2,2.0,,0.5,1.5,1.0,,,,,,2.28571428571,0.5,0.479894179894,1.64285714286,1.0,2.66666666667,-0.955307917037,0.43137254902,2.0,1.33333333333,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,5.71428571429,-0.764585753952,0.284619405934,4.42857142857,3.14285714286,6.27586206897,-0.778185917491,0.302172118906,5.25862068966,4.24137931034,2.0,,0.5,1.5,1.0,,,,,,4.0,-0.568097213686,0.370016957947,2.88461538462,1.76923076923,2.0,,0.5,1.5,1.0,,,,,,4.51612903226,-0.360742958525,0.324257739284,3.01612903226,1.51612903226,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,3.825,-0.377895498615,0.39279331369,2.73125,1.6375,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,6.0,1.0,0.277777777778,3.5,1.0,4.0,0.0,0.3,2.5,1.0,2.16666666667,0.0,0.483333333333,1.58333333333,1.0,,,,,,,,,,,2.0,,0.5,1.5,1.0,4.30434782609,-0.292229963261,0.337450995788,3.01086956522,1.71739130435,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,7.42857142857,-0.233385679675,0.277105856531,5.35714285714,3.28571428571,4.94117647059,-0.789876765613,0.289196056848,4.0,3.05882352941,1
1024,4.0,1.0,0.388888888889,2.5,1.0,9.66666666667,-1.39570012456,0.274316482968,9.33333333333,9.0,2.19047619048,1.0,0.489417989418,1.59523809524,1.0,4.0,0.0,0.3,2.5,1.0,2.0,,0.5,1.5,1.0,4.8,-0.44734081912,0.374545454545,3.4,2.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,7.42857142857,-1.13944266696,0.27851112078,6.0,4.57142857143,5.33333333333,-0.867854030731,0.336458340104,4.19047619048,3.04761904762,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,4.58823529412,-0.799038132749,0.324712350944,3.67647058824,2.76470588235,2.0,,0.5,1.5,1.0,,,,,,5.0303030303,-0.645074651412,0.326650959013,3.74242424242,2.45454545455,2.0,,0.5,1.5,1.0,4.0,0.0,0.3,2.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,4.0,0.0,0.3,2.5,1.0,4.10344827586,-0.350147623044,0.390335984744,3.02586206897,1.94827586207,4.0,0.0,0.3,2.5,1.0,2.0,,0.5,1.5,1.0,,,,,,4.8,-1.11220721094,0.370038253338,4.6,4.4,4.0,0.0,0.3,2.5,1.0,3.33333333333,-0.5,0.363888888889,2.5,1.66666666667,2.33333333333,0.0,0.466666666667,1.66666666667,1.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,4.26315789474,-0.219029099095,0.326154501673,2.81578947368,1.36842105263,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,6.0,-0.80647433859,0.281650641026,4.75,3.5,2.0,,0.5,1.5,1.0,8.4,-0.822807114106,0.277937539825,6.85,5.3,6.44444444444,-0.972034583931,0.282275549161,4.88888888889,3.33333333333,1
1025,,,,,,6.0,-1.0,0.275,4.5,3.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,4.88888888889,0.0269205090149,0.309932659933,3.22222222222,1.55555555556,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,4.0,-0.449208626992,0.322994652406,2.71428571429,1.42857142857,3.29032258065,-0.311365419758,0.400083378272,2.33870967742,1.38709677419,2.0,,0.5,1.5,1.0,,,,,,4.22222222222,-0.468071293404,0.338831107322,3.0,1.77777777778,2.0,,0.5,1.5,1.0,,,,,,4.0,-0.391061583407,0.329227941176,2.75,1.5,,,,,,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,3.72727272727,-0.0517315710065,0.38194732914,2.52272727273,1.31818181818,,,,,,2.0,,0.5,1.5,1.0,,,,,,4.66666666667,-0.94879230253,0.354017094017,3.5,2.33333333333,,,,,,,,,,,3.33333333333,0.0,0.366666666667,2.16666666667,1.0,,,,,,,,,,,,,,,,5.2,-0.508193257599,0.368203991131,3.3,1.4,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,6.0,-0.847625880977,0.28,4.0,2.0,4.0,-0.5,0.360416666667,2.83333333333,1.66666666667,1
1026,,,,,,,,,,,3.0,0.0,0.4,2.0,1.0,,,,,,2.0,,0.5,1.5,1.0,3.5,-0.33449810105,0.347875816993,2.625,1.75,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,6.25,-0.846965788334,0.307587090222,4.75,3.25,4.77777777778,-0.768858942459,0.334748948211,3.86111111111,2.94444444444,2.0,,0.5,1.5,1.0,,,,,,4.16129032258,-0.755092368703,0.35121150802,3.54838709677,2.93548387097,2.0,,0.5,1.5,1.0,,,,,,3.55555555556,-0.47122031162,0.384286898839,2.77777777778,2.0,,,,,,,,,,,,,,,,,,,,,2.03149606299,0.0,0.496850393701,1.5157480315,1.0,2.0,,0.5,1.5,1.0,3.9,-0.662004011087,0.37342935227,3.05,2.2,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,3.0,-0.525840344631,0.397222222222,2.625,2.25,,,,,,,,,,,,,,,,6.0,1.0,0.277777777778,3.5,1.0,5.0,-1.12471120128,0.337137681159,4.75,4.5,8.0,-1.0,0.275,5.5,3.0,,,,,,1
1027,,,,,,,,,,,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,3.73333333333,0.2,0.36431372549,2.36666666667,1.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,6.25,-0.882820868207,0.284539287186,5.3125,4.375,5.6,-0.684674419457,0.307938623381,4.75,3.9,,,,,,,,,,,4.0,0.0,0.3,2.5,1.0,2.0,,0.5,1.5,1.0,,,,,,3.66666666667,-0.211906470244,0.363333333333,2.41666666667,1.16666666667,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,3.28,-0.213899320191,0.409315384615,2.26,1.24,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.277777777778,3.5,1.0,4.0,0.0,0.3,2.5,1.0,,,,,,,,,,,,,,,,,,,,,5.81818181818,-0.214123506588,0.302493931503,4.04545454545,2.27272727273,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,8.0,-0.784635927881,0.272727272727,5.0,2.0,4.0,-1.0,0.291666666667,3.5,3.0,1
