,dep_acomp_depth,dep_acomp_hierarchy,dep_acomp_iota,dep_acomp_shape,dep_acomp_width,dep_advcl_depth,dep_advcl_hierarchy,dep_advcl_iota,dep_advcl_shape,dep_advcl_width,dep_advmod_depth,dep_advmod_hierarchy,dep_advmod_iota,dep_advmod_shape,dep_advmod_width,dep_agent_depth,dep_agent_hierarchy,dep_agent_iota,dep_agent_shape,dep_agent_width,dep_amod_depth,dep_amod_hierarchy,dep_amod_iota,dep_amod_shape,dep_amod_width,dep_appos_depth,dep_appos_hierarchy,dep_appos_iota,dep_appos_shape,dep_appos_width,dep_aux_depth,dep_aux_hierarchy,dep_aux_iota,dep_aux_shape,dep_aux_width,dep_auxpass_depth,dep_auxpass_hierarchy,dep_auxpass_iota,dep_auxpass_shape,dep_auxpass_width,dep_cc_depth,dep_cc_hierarchy,dep_cc_iota,dep_cc_shape,dep_cc_width,dep_ccomp_depth,dep_ccomp_hierarchy,dep_ccomp_iota,dep_ccomp_shape,dep_ccomp_width,dep_conj_depth,dep_conj_hierarchy,dep_conj_iota,dep_conj_shape,dep_conj_width,dep_cop_depth,dep_cop_hierarchy,dep_cop_iota,dep_cop_shape,dep_cop_width,dep_csubj_depth,dep_csubj_hierarchy,dep_csubj_iota,dep_csubj_shape,dep_csubj_width,dep_dep_depth,dep_dep_hierarchy,dep_dep_iota,dep_dep_shape,dep_dep_width,dep_det_depth,dep_det_hierarchy,dep_det_iota,dep_det_shape,dep_det_width,dep_discourse_depth,dep_discourse_hierarchy,dep_discourse_iota,dep_discourse_shape,dep_discourse_width,dep_dobj_depth,dep_dobj_hierarchy,dep_dobj_iota,dep_dobj_shape,dep_dobj_width,dep_expl_depth,dep_expl_hierarchy,dep_expl_iota,dep_expl_shape,dep_expl_width,dep_iobj_depth,dep_iobj_hierarchy,dep_iobj_iota,dep_iobj_shape,dep_iobj_width,dep_mark_depth,dep_mark_hierarchy,dep_mark_iota,dep_mark_shape,dep_mark_width,dep_neg_depth,dep_neg_hierarchy,dep_neg_iota,dep_neg_shape,dep_neg_width,dep_nn_depth,dep_nn_hierarchy,dep_nn_iota,dep_nn_shape,dep_nn_width,dep_npadvmod_depth,dep_npadvmod_hierarchy,dep_npadvmod_iota,dep_npadvmod_shape,dep_npadvmod_width,dep_nsubj_depth,dep_nsubj_hierarchy,dep_nsubj_iota,dep_nsubj_shape,dep_nsubj_width,dep_nsubjpass_depth,dep_nsubjpass_hierarchy,dep_nsubjpass_iota,dep_nsubjpass_shape,dep_nsubjpass_width,dep_num_depth,dep_num_hierarchy,dep_num_iota,dep_num_shape,dep_num_width,dep_number_depth,dep_number_hierarchy,dep_number_iota,dep_number_shape,dep_number_width,dep_parataxis_depth,dep_parataxis_hierarchy,dep_parataxis_iota,dep_parataxis_shape,dep_parataxis_width,dep_pcomp_depth,dep_pcomp_hierarchy,dep_pcomp_iota,dep_pcomp_shape,dep_pcomp_width,dep_pobj_depth,dep_pobj_hierarchy,dep_pobj_iota,dep_pobj_shape,dep_pobj_width,dep_poss_depth,dep_poss_hierarchy,dep_poss_iota,dep_poss_shape,dep_poss_width,dep_possessive_depth,dep_possessive_hierarchy,dep_possessive_iota,dep_possessive_shape,dep_possessive_width,dep_preconj_depth,dep_preconj_hierarchy,dep_preconj_iota,dep_preconj_shape,dep_preconj_width,dep_predet_depth,dep_predet_hierarchy,dep_predet_iota,dep_predet_shape,dep_predet_width,dep_prep_depth,dep_prep_hierarchy,dep_prep_iota,dep_prep_shape,dep_prep_width,dep_prepc_depth,dep_prepc_hierarchy,dep_prepc_iota,dep_prepc_shape,dep_prepc_width,dep_prt_depth,dep_prt_hierarchy,dep_prt_iota,dep_prt_shape,dep_prt_width,dep_quantmod_depth,dep_quantmod_hierarchy,dep_quantmod_iota,dep_quantmod_shape,dep_quantmod_width,dep_rcmod_depth,dep_rcmod_hierarchy,dep_rcmod_iota,dep_rcmod_shape,dep_rcmod_width,dep_tmod_depth,dep_tmod_hierarchy,dep_tmod_iota,dep_tmod_shape,dep_tmod_width,dep_vmod_depth,dep_vmod_hierarchy,dep_vmod_iota,dep_vmod_shape,dep_vmod_width,dep_xcomp_depth,dep_xcomp_hierarchy,dep_xcomp_iota,dep_xcomp_shape,dep_xcomp_width,has_aphasia
1028,,,,,,,,,,,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,3.0,-0.955307917037,0.397058823529,2.25,1.5,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,,,,,,2.4,0.0,0.46,1.7,1.0,,,,,,,,,,,3.0,-0.281494976548,0.430208333333,2.16666666667,1.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.3,2.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1029,,,,,,6.66666666667,-1.18825353046,0.282315521503,5.94444444444,5.22222222222,2.66666666667,-0.38944905443,0.478219315895,1.95238095238,1.2380952381,,,,,,2.06451612903,0.0,0.493548387097,1.53225806452,1.0,4.42857142857,-0.79891592046,0.362295106854,3.17857142857,1.92857142857,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,5.57142857143,-0.848685902937,0.297256017961,4.35714285714,3.14285714286,5.75,-1.0191651918,0.32630627693,4.875,4.0,2.0,,0.5,1.5,1.0,,,,,,4.60869565217,-0.364925159653,0.360411755883,3.32608695652,2.04347826087,2.0,,0.5,1.5,1.0,,,,,,3.73684210526,-0.403082674931,0.36426879085,2.63157894737,1.52631578947,2.0,,0.5,1.5,1.0,6.0,-0.847625880977,0.28,4.0,2.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,4.0,-0.477653958518,0.297058823529,2.75,1.5,2.9900990099,-0.448124458755,0.432104789549,2.18811881188,1.38613861386,4.0,0.0,0.3,2.5,1.0,2.0,,0.5,1.5,1.0,,,,,,8.0,-1.31057420065,0.277660609994,7.75,7.5,6.0,1.0,0.277777777778,3.5,1.0,4.16666666667,-0.610522636236,0.359127415459,3.08333333333,2.0,2.33333333333,0.0,0.466666666667,1.66666666667,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,3.875,-0.181398248434,0.342228457987,2.55208333333,1.22916666667,5.33333333333,-0.180667564557,0.35145784082,3.66666666667,2.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,6.0,-0.987556091301,0.283238762328,4.5,3.0,6.0,-0.455307917037,0.385416666667,4.0,2.0,5.0,-0.662639919748,0.288529411765,3.375,1.75,6.15384615385,-1.03940161506,0.283669608238,5.30769230769,4.46153846154,1
1030,,,,,,6.0,-1.0,0.28125,4.5,3.0,2.0,,0.5,1.5,1.0,,,,,,2.57142857143,-0.847625880977,0.468571428571,1.85714285714,1.14285714286,5.42857142857,-0.710955487012,0.34789324323,4.42857142857,3.42857142857,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,5.5,-0.576994567021,0.284138850635,4.25,3.0,5.0,-0.19812031259,0.292857142857,3.5,2.0,2.0,,0.5,1.5,1.0,,,,,,4.75,-1.10399610358,0.388869895934,3.6875,2.625,2.0,,0.5,1.5,1.0,,,,,,5.06666666667,-0.492178266941,0.33276727589,4.0,2.93333333333,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,2.78260869565,-0.224604313496,0.445869565217,1.95652173913,1.13043478261,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,4.66666666667,-0.39231796394,0.357575757576,3.0,1.33333333333,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,4.51851851852,-0.463385167086,0.329209065673,3.11111111111,1.7037037037,6.4,-0.184128408863,0.288571428571,4.1,1.8,,,,,,,,,,,6.0,-0.876387886954,0.325813397772,5.0,4.0,,,,,,6.4,-0.0117915085376,0.323182346109,4.1,1.8,3.33333333333,-0.955307917037,0.362745098039,2.5,1.66666666667,1
1031,,,,,,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1033,8.0,-1.40494764285,0.277777777778,8.5,9.0,3.33333333333,-1.01341040555,0.360663082437,3.0,2.66666666667,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,6.66666666667,-0.890887371062,0.284493284493,5.0,3.33333333333,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,5.5,-1.09653892461,0.284476683497,5.0,4.5,5.5,-0.621454560416,0.326443650566,3.85,2.2,2.0,,0.5,1.5,1.0,,,,,,4.0,-1.03320274593,0.357972599296,3.08333333333,2.16666666667,2.0,,0.5,1.5,1.0,,,,,,3.57142857143,-0.251829787013,0.354788165266,2.46428571429,1.35714285714,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,4.94444444444,-0.62776339535,0.389532244788,3.56944444444,2.19444444444,,,,,,2.4,0.0,0.46,1.7,1.0,2.0,,0.5,1.5,1.0,,,,,,6.0,1.0,0.277777777778,3.5,1.0,4.0,0.0,0.3,2.5,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,4.84210526316,-0.170537368258,0.338248509417,3.18421052632,1.52631578947,,,,,,,,,,,,,,,,7.0,-0.908065452214,0.277244318182,4.75,2.5,,,,,,8.0,0.214636586403,0.274973820431,5.14285714286,2.28571428571,4.0,-1.0,0.291666666667,3.5,3.0,1
1034,,,,,,8.85714285714,-1.37860372875,0.27675937212,9.19047619048,9.52380952381,2.8125,-0.24712849753,0.448019211691,2.109375,1.40625,,,,,,2.21052631579,-0.477653958518,0.478637770898,1.63157894737,1.05263157895,6.0,-0.890749900873,0.319393638,4.5,3.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,8.09090909091,-1.17166999739,0.289804525092,7.70454545455,7.31818181818,6.60606060606,-0.943870857543,0.31404628833,5.74242424242,4.87878787879,2.0,,0.5,1.5,1.0,,,,,,6.61538461538,-1.09531665076,0.374779855164,6.51923076923,6.42307692308,2.0,,0.5,1.5,1.0,,,,,,4.13114754098,-0.394656810197,0.350564424542,3.00819672131,1.88524590164,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,3.33333333333,-0.5,0.363888888889,2.5,1.66666666667,2.75229357798,-0.242011335073,0.447423938434,1.95412844037,1.15596330275,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,6.0,-1.09172261161,0.284283993098,6.08333333333,6.16666666667,,,,,,3.5,-0.776411356245,0.394590792839,2.625,1.75,2.23529411765,0.0,0.476470588235,1.61764705882,1.0,,,,,,,,,,,,,,,,4.88095238095,-0.499534918381,0.341577764062,3.60119047619,2.32142857143,5.0,-0.524979362042,0.291025641026,3.75,2.5,2.0,,0.5,1.5,1.0,,,,,,6.61538461538,-1.20996625258,0.282167517047,5.92307692308,5.23076923077,4.66666666667,-0.667669330481,0.359259259259,3.5,2.33333333333,5.86666666667,-0.460204961787,0.295180457053,3.93333333333,2.0,6.85714285714,-0.811940853073,0.28253432454,5.96428571429,5.07142857143,1
1035,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.4,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,6.0,1.0,0.277777777778,3.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1036,,,,,,9.14285714286,-1.31277440356,0.275679549885,7.71428571429,6.28571428571,2.36363636364,-0.477653958518,0.463101604278,1.72727272727,1.09090909091,,,,,,2.0,,0.5,1.5,1.0,5.64705882353,-0.617291663433,0.321569651033,3.94117647059,2.23529411765,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,7.75,-1.01791796904,0.275609386369,6.6875,5.625,5.1875,-0.518213909403,0.308192860419,3.75,2.3125,2.0,,0.5,1.5,1.0,,,,,,6.0,-0.966938581034,0.321323550734,4.81818181818,3.63636363636,2.0,,0.5,1.5,1.0,,,,,,4.69230769231,-0.394802209171,0.315166639867,3.19230769231,1.69230769231,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,6.0,1.0,0.277777777778,3.5,1.0,3.66153846154,-0.455878872752,0.388058182779,2.62307692308,1.58461538462,4.0,-0.955307917037,0.294117647059,3.0,2.0,2.25,0.0,0.475,1.625,1.0,,,,,,4.0,-0.955307917037,0.294117647059,3.0,2.0,4.0,0.0,0.3,2.5,1.0,3.0,-0.955307917037,0.397058823529,2.25,1.5,2.23529411765,0.0,0.476470588235,1.61764705882,1.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,4.34408602151,-0.463372226549,0.33195737451,3.03225806452,1.72043010753,7.0,-0.706975458305,0.283720930233,5.0,3.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,6.0,-1.30513609882,0.282736870972,5.25,4.5,,,,,,5.5,0.204945247425,0.315294748561,3.66666666667,1.83333333333,7.16666666667,-0.816534635457,0.278988798856,5.25,3.33333333333,1
1037,6.0,1.0,0.277777777778,3.5,1.0,7.0,-1.28386207914,0.27797144072,6.16666666667,5.33333333333,3.0,0.5,0.42962962963,2.0,1.0,,,,,,2.66666666667,0.0,0.433333333333,1.83333333333,1.0,5.5652173913,-0.825442175397,0.340546511875,4.36956521739,3.17391304348,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,6.63157894737,-1.08123283577,0.282107155074,5.55263157895,4.47368421053,4.68965517241,-0.571131655927,0.319798484029,3.48275862069,2.27586206897,2.0,,0.5,1.5,1.0,,,,,,3.90909090909,-0.171754560555,0.382217130987,2.68181818182,1.45454545455,2.0,,0.5,1.5,1.0,,,,,,4.25,-0.358762070654,0.331395937855,2.90625,1.5625,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,4.0,-0.477653958518,0.297058823529,2.75,1.5,3.41333333333,-0.500007090393,0.405654115578,2.52,1.62666666667,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,8.0,-1.62486298538,0.276315789474,7.5,7.0,6.0,1.0,0.277777777778,3.5,1.0,3.66666666667,-0.261545309294,0.395454545455,2.41666666667,1.16666666667,2.2,0.0,0.48,1.6,1.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,4.04347826087,-0.322488780693,0.368404507203,2.73913043478,1.4347826087,,,,,,2.0,,0.5,1.5,1.0,,,,,,6.85714285714,-1.0569853754,0.283160424889,5.28571428571,3.71428571429,2.0,,0.5,1.5,1.0,3.33333333333,-0.333333333333,0.396875,2.33333333333,1.33333333333,4.25,-0.725366724752,0.292598039216,3.25,2.25,1
1038,,,,,,6.0,-0.977653958518,0.284558823529,4.25,2.5,2.22222222222,0.0,0.477777777778,1.61111111111,1.0,,,,,,2.16,0.0,0.484,1.58,1.0,4.90909090909,-0.664307309199,0.307511748501,3.5,2.09090909091,2.0,,0.5,1.5,1.0,,,,,,,,,,,5.85714285714,-0.840355023172,0.282370217591,4.35714285714,2.85714285714,4.28571428571,-0.589151783564,0.363381738875,3.14285714286,2.0,2.0,,0.5,1.5,1.0,8.0,-0.918561441198,0.276315789474,7.5,7.0,5.25,-0.483460231606,0.313893995098,3.625,2.0,2.0,,0.5,1.5,1.0,,,,,,4.5,-0.387536907031,0.335261257854,3.125,1.75,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,,,,,,3.70114942529,-0.24120623234,0.374702397581,2.53448275862,1.36781609195,,,,,,2.0,,0.5,1.5,1.0,,,,,,5.11111111111,-0.913786990481,0.287743422155,3.83333333333,2.55555555556,8.0,-0.784635927881,0.272727272727,5.0,2.0,5.0,-0.423812940488,0.29,3.25,1.5,2.25,0.0,0.475,1.625,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,4.07272727273,-0.396527312749,0.35951388576,2.73636363636,1.4,,,,,,2.0,,0.5,1.5,1.0,,,,,,6.22222222222,-0.982515626661,0.30310483871,4.66666666667,3.11111111111,2.0,,0.5,1.5,1.0,7.14285714286,-0.349113000087,0.280200481034,4.57142857143,2.0,6.28571428571,-0.91623106028,0.282913955054,4.75,3.21428571429,1
1039,2.0,,0.5,1.5,1.0,5.0,-1.33533866096,0.388888888889,4.0,3.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,5.4,-0.488190834185,0.346962105059,3.9,2.4,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,5.33333333333,0.186047229873,0.286517783292,3.66666666667,2.0,3.81818181818,-0.469780214381,0.349953208556,2.63636363636,1.45454545455,2.0,,0.5,1.5,1.0,,,,,,5.33333333333,-0.910611085655,0.350120772947,4.33333333333,3.33333333333,2.0,,0.5,1.5,1.0,,,,,,4.625,-0.244241496291,0.331036585366,2.9375,1.25,,,,,,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,2.52631578947,0.348230694321,0.465772273822,1.78947368421,1.05263157895,,,,,,2.0,,0.5,1.5,1.0,,,,,,6.0,-0.847625880977,0.28,4.0,2.0,,,,,,4.0,0.0,0.3,2.5,1.0,2.4,0.0,0.46,1.7,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,3.69230769231,-0.387505803872,0.373292782435,2.61538461538,1.53846153846,6.0,1.0,0.277777777778,3.5,1.0,2.0,,0.5,1.5,1.0,,,,,,4.0,0.0,0.3,2.5,1.0,,,,,,6.0,0.134124706341,0.27845727722,3.83333333333,1.66666666667,4.0,0.0,0.3,2.5,1.0,1
1040,,,,,,7.66666666667,-0.999534104149,0.319048205875,6.16666666667,4.66666666667,2.35714285714,0.428571428571,0.47380952381,1.67857142857,1.0,8.0,-1.33533866096,0.277777777778,6.5,5.0,2.4347826087,0.0507913730077,0.472077294686,1.73913043478,1.04347826087,4.52631578947,-0.495589573212,0.366182204405,3.15789473684,1.78947368421,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,7.54545454545,-0.969712513687,0.282649493516,6.18181818182,4.81818181818,6.69565217391,-0.907322611116,0.293074195679,5.5,4.30434782609,2.0,,0.5,1.5,1.0,,,,,,5.51219512195,-0.454513826468,0.322621467847,4.17073170732,2.82926829268,2.0,,0.5,1.5,1.0,,,,,,4.0,-0.31680650034,0.363278197946,2.76,1.52,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,3.5,0.0,0.35,2.25,1.0,3.06306306306,-0.462019518071,0.430412386221,2.18018018018,1.2972972973,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,7.33333333333,-1.00338391831,0.280111958095,5.875,4.41666666667,,,,,,2.0,,0.5,1.5,1.0,2.5,0.0,0.45,1.75,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,4.18181818182,-0.180658232402,0.366558316343,2.8,1.41818181818,,,,,,2.0,,0.5,1.5,1.0,,,,,,5.71428571429,-0.745513443165,0.285003946395,4.28571428571,2.85714285714,10.0,-1.34030650065,0.276315789474,8.5,7.0,5.88235294118,-0.3791136471,0.284657752552,4.11764705882,2.35294117647,6.92307692308,-0.809205777014,0.29983532535,4.88461538462,2.84615384615,1
1043,,,,,,,,,,,2.5,0.5,0.464814814815,1.75,1.0,,,,,,,,,,,3.69230769231,-0.287866724752,0.373009049774,2.5,1.30769230769,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,6.22222222222,-1.01606571263,0.305524938417,4.66666666667,3.11111111111,5.0,-1.36133512911,0.38829787234,3.75,2.5,2.0,,0.5,1.5,1.0,,,,,,3.33333333333,-0.582123166815,0.385498366013,2.38888888889,1.44444444444,2.0,,0.5,1.5,1.0,,,,,,4.0,-0.470205278024,0.390127314815,2.83333333333,1.66666666667,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,2.72,-0.382938759929,0.458159090909,2.0,1.28,2.0,,0.5,1.5,1.0,,,,,,,,,,,4.0,-0.955307917037,0.294117647059,3.0,2.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,3.5,0.0,0.35,2.25,1.0,,,,,,,,,,,,,,,,4.0,-0.227653958518,0.333202614379,2.7,1.4,4.0,0.0,0.3,2.5,1.0,,,,,,4.0,0.0,0.3,2.5,1.0,1
1044,,,,,,8.5,-1.21489011628,0.273414987887,7.125,5.75,4.72727272727,-1.0,0.397727272727,3.31818181818,1.90909090909,,,,,,2.47619047619,0.0,0.452380952381,1.7380952381,1.0,4.85714285714,0.164624874146,0.290793650794,3.0,1.14285714286,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,8.0,-1.30048848994,0.276611662607,7.5,7.0,7.38461538462,-1.14955964194,0.306844860562,8.0,8.61538461538,2.0,,0.5,1.5,1.0,,,,,,4.66666666667,-0.215610292155,0.317117102397,3.1,1.53333333333,2.0,,0.5,1.5,1.0,,,,,,3.88235294118,-0.29565096525,0.371009146563,2.63235294118,1.38235294118,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,3.30952380952,-0.268230083783,0.399878512902,2.30357142857,1.29761904762,,,,,,2.0,,0.5,1.5,1.0,,,,,,6.0,-1.06676541068,0.281553325901,4.83333333333,3.66666666667,,,,,,4.33333333333,-0.141270980163,0.296666666667,2.75,1.16666666667,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,4.51724137931,-0.247036796859,0.32316031965,3.04310344828,1.56896551724,5.0,-1.51823275908,0.385294117647,4.25,3.5,,,,,,,,,,,5.66666666667,-0.981177756271,0.283973311547,4.33333333333,3.0,4.0,-0.955307917037,0.294117647059,3.0,2.0,6.0,-0.847625880977,0.28,4.0,2.0,5.66666666667,-0.847407666204,0.319389978214,4.58333333333,3.5,1
1045,,,,,,,,,,,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,3.4,-0.482124093702,0.37504532996,2.5,1.6,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,6.0,-1.0,0.28125,4.5,3.0,4.54545454545,-0.539031328492,0.354340229425,3.52272727273,2.5,2.0,,0.5,1.5,1.0,6.0,-1.09094870948,0.277777777778,5.5,5.0,3.55555555556,-0.692578925607,0.340754796542,2.66666666667,1.77777777778,2.0,,0.5,1.5,1.0,,,,,,4.66666666667,-0.147731679154,0.32571988197,3.29166666667,1.91666666667,,,,,,,,,,,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,,,,,,3.08333333333,-0.273206058284,0.406559122046,2.16666666667,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,4.30769230769,-0.462003276276,0.325444808797,3.15384615385,2.0,,,,,,2.0,,0.5,1.5,1.0,,,,,,,,,,,,,,,,4.8,-0.339050352391,0.292,3.1,1.4,3.33333333333,-0.955307917037,0.362745098039,2.5,1.66666666667,1
1046,,,,,,,,,,,2.28,-0.141270980163,0.4756,1.65,1.02,,,,,,2.0,,0.5,1.5,1.0,3.6,0.0,0.34,2.3,1.0,2.0,,0.5,1.5,1.0,,,,,,2.0,,0.5,1.5,1.0,4.0,-0.513410405552,0.295161290323,3.25,2.5,3.36842105263,-0.177268338708,0.401373103854,2.34210526316,1.31578947368,2.0,,0.5,1.5,1.0,,,,,,3.72727272727,-0.522635302552,0.35861073975,2.68181818182,1.63636363636,2.0,,0.5,1.5,1.0,,,,,,4.0,1.0,0.388888888889,2.5,1.0,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,2.0,,0.5,1.5,1.0,3.0,0.0,0.4,2.0,1.0,2.34782608696,-0.727653958518,0.464343563512,1.76086956522,1.17391304348,,,,,,,,,,,,,,,,4.0,0.0,0.3,2.5,1.0,,,,,,3.2,-0.457037020551,0.397616892911,2.3,1.4,,,,,,,,,,,,,,,,2.0,,0.5,1.5,1.0,5.25,0.258333078824,0.287519246481,3.3125,1.375,,,,,,2.0,,0.5,1.5,1.0,,,,,,6.0,-0.784635927881,0.272727272727,4.0,2.0,,,,,,2.66666666667,0.0,0.433333333333,1.83333333333,1.0,4.0,-0.955307917037,0.294117647059,3.0,2.0,1
